Year,Name,College,POS,Height (in),Weight (lbs),BMI,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2003,Anquan Boldin,Florida State,WR,72.6,216.0,28.809507547298686,4.73,,33.5,114.0,4.25,7.35
2003,Kyle Boller,California,QB,75.0,234.0,29.244799999999998,4.65,,35.5,117.0,3.99,7.19
2003,Colin Branch,Stanford,FS,71.8,203.0,27.6823193488567,4.43,22.0,36.0,119.0,,
2003,Tyler Brayton,Colorado,DE,78.1,277.0,31.925155870621243,4.78,25.0,34.0,116.0,4.24,7.13
2003,Jeremy Bridges,Southern Mississippi,OG,76.1,301.0,36.53865081735942,5.45,25.0,28.5,96.0,4.74,8.12
2003,Lance Briggs,Arizona,ILB,72.6,242.0,32.27731864095501,4.78,25.0,33.0,113.0,,
2003,Lucas Brigman,Nebraska-Omaha,C,72.4,308.0,41.30749977106925,5.44,26.0,27.0,101.0,4.6,7.99
2003,Chris Brown,Hawaii,FS,73.0,195.0,25.724338525051607,4.59,15.0,35.5,126.0,4.13,7.05
2003,Mark Brown,Auburn,ILB,72.4,238.0,31.919431641280784,4.85,,37.5,121.0,4.17,7.35
2003,D Bryant,Duke,QB,74.0,218.0,27.986486486486488,4.78,,35.5,114.0,4.34,7.36
2003,Nate Burleson,Nevada,WR,73.0,197.0,25.988177894539312,4.51,,42.5,126.0,4.16,6.96
2003,Nick Burley,Frenso State (CA),DE,75.6,243.0,29.889455782312933,4.82,26.0,32.0,108.0,4.56,7.72
2003,Curry Burns,Louisville,SS,72.4,216.0,28.968895943347263,4.55,19.0,36.0,120.0,4.1,7.03
2003,Tyrone Calico,Middle Tennessee State,WR,75.8,223.0,27.28486295695519,4.36,,38.0,127.0,4.2,6.72
2003,Kerry Carter,Stanford,RB,73.9,238.0,30.636800269537332,4.67,20.0,36.0,118.0,4.34,7.28
2003,Dallas Clark,Iowa,TE,75.4,257.0,31.779404625375538,4.65,,37.5,123.0,,
2003,Ben Claxton,Mississippi,C,74.6,301.0,38.02280617268866,5.34,,27.0,102.0,4.65,7.81
2003,Chris Clemons,Georgia,OLB,75.0,236.0,29.494755555555557,4.64,18.0,35.0,116.0,4.58,7.47
2003,Avon Cobourne,West Virginia,RB,67.5,205.0,31.630178326474624,4.7,21.0,31.5,112.0,4.12,7.2
2003,Colin Cole,Iowa,DT,73.6,309.0,40.10127451559547,5.28,29.0,31.0,103.0,4.67,7.84
2003,Torrie Cox,Pittsburgh,CB,69.3,181.0,26.495213941101387,4.55,,32.0,119.0,4.15,6.96
2003,Angelo Crowell,Virginia,ILB,72.4,236.0,31.651201123286828,4.71,25.0,32.5,,4.26,7.07
2003,Dan Curley,Eastern Washington,TE,76.0,254.0,30.914473684210527,4.68,17.0,35.5,118.0,4.44,7.47
2003,Brennan Curtin,Notre Dame,OT,81.1,318.0,33.989183863674725,5.3,,32.0,100.0,4.84,7.97
2003,Kevin Curtis,Utah State,WR,71.1,186.0,25.865987763119637,4.46,,36.0,122.0,3.96,6.75
2003,Anthony Davis,Virginia Tech,OG,76.4,329.0,39.62456484197253,5.41,,27.5,95.0,4.91,8.25
2003,Chris Davis,Syracuse,FB,71.5,235.0,32.315516651180985,4.55,21.0,38.5,116.0,4.34,7.23
2003,Domanick Davis,Louisiana State,RB,69.0,213.0,31.451165721487083,4.64,22.0,32.5,112.0,4.46,7.31
2003,Sammy Davis,Texas A&M,CB,71.8,186.0,25.364095561021408,4.45,19.0,40.0,131.0,,7.0
2003,Enoch DeMar,Indiana,OG,75.9,334.0,40.75850444642333,5.67,22.0,22.5,90.0,5.08,8.35
2003,Dahrran Diedrick,Nebraska,RB,72.1,228.0,30.83327402032545,4.65,19.0,37.0,117.0,4.42,7.3
2003,David Diehl,Illinois,OG,78.0,310.0,35.82018408941486,5.26,22.0,28.0,96.0,4.97,8.1
2003,Robbie Doane,Texas,OG,78.1,311.0,35.843767060516996,5.42,,24.5,85.0,4.73,8.01
2003,Derrick Dockery,Texas,OG,78.0,347.0,40.09549638395792,5.58,,25.0,92.0,,
2003,Charles Drake,Michigan,FS,73.0,205.0,27.043535372490147,4.52,20.0,,,,
2003,Brandon Drumm,Colorado,FB,73.4,233.0,30.40318808514429,4.74,21.0,32.5,113.0,4.24,7.18
2003,LaTarence Dunbar,Texas Christian,WR,70.8,196.0,27.48811005777395,4.54,,34.0,122.0,4.3,7.39
2003,Nick Eason,Clemson,DT,75.3,301.0,37.3191607187893,5.14,29.0,,102.0,,
2003,Justin Fargas,Southern California,RB,72.9,219.0,28.969725708027795,4.41,27.0,,137.0,,
2003,Gus Felder,Penn State,OG,74.9,324.0,40.60099714617264,5.9,,23.5,94.0,5.48,9.09
2003,Drayton Florence,Tuskegee (AL),CB,72.3,198.0,26.628329402041977,4.42,18.0,35.0,124.0,,
2003,Anthony Floyd,Louisville,FS,69.5,202.0,29.399306454117283,4.6,19.0,33.5,117.0,4.18,7.09
2003,Lawrence Flugence,Texas Tech,ILB,73.1,239.0,31.442601537163085,4.86,23.0,34.0,106.0,4.34,7.4
2003,George Foster,Georgia,OT,77.4,338.0,39.66341499242166,5.23,,27.0,100.0,,
2003,Aubrayo Franklin,Tennessee,DT,73.5,307.0,39.950205932713224,5.2,,27.0,100.0,4.7,
2003,Makoa Freitas,Arizona,OG,76.0,307.0,37.36513157894737,5.1,36.0,24.5,95.0,4.86,8.22
2003,Doug Gabriel,Central Florida,WR,74.3,213.0,27.124222668639923,4.56,,35.5,116.0,4.15,7.03
2003,Ahmaad Galloway,Alabama,RB,71.8,223.0,30.409641452192336,4.65,22.0,,,,
2003,Talman Gardner,Florida State,WR,72.6,205.0,27.34235669998255,4.47,,34.5,116.0,4.41,7.53
2003,Kevin Garrett,Southern Methodist (TX),CB,69.4,194.0,28.31640491989801,4.32,,35.0,129.0,3.96,6.89
2003,Tony Gilbert,Georgia,ILB,71.9,251.0,34.132748892082766,4.86,19.0,27.5,109.0,,
2003,Jason Goss,Texas Christian,CB,70.0,183.0,26.254897959183673,4.72,15.0,32.5,117.0,4.24,7.46
2003,Earnest Graham,Florida,RB,69.1,225.0,33.126972591579566,4.5,22.0,,,,
2003,Brandon Green,Rice (TX),DE,75.0,267.0,33.36906666666666,4.78,19.0,32.0,105.0,4.32,7.23
2003,Jamaal Green,Miami (FL),DE,74.9,243.0,30.450747859629477,4.78,27.0,35.5,119.0,,
2003,Quentin Griffin,Oklahoma,RB,67.0,195.0,30.537981733125417,4.49,21.0,38.0,123.0,4.02,
2003,Justin Griffith,Mississippi State,FB,71.3,232.0,32.08220800245491,4.63,29.0,32.0,113.0,4.59,7.71
2003,DeJuan Groce,Nebraska,CB,69.6,192.0,27.863654379706702,4.54,18.0,36.0,118.0,3.96,6.81
2003,Jordan Gross,Utah,OT,76.5,300.0,36.037421504549535,5.05,28.0,31.5,112.0,4.34,7.69
2003,Rex Grossman,Florida,QB,73.0,217.0,28.6265715894164,5.06,,,,,
2003,Mario Haggan,Mississippi State,ILB,74.6,252.0,31.833047028297486,4.84,21.0,33.0,110.0,4.38,7.54
2003,Ken Hamlin,Arkansas,FS,74.5,209.0,26.472140894554297,4.6,16.0,33.0,117.0,3.92,6.78
2003,Omari Hand,Tennessee,DE,75.8,267.0,32.6684233610181,4.85,34.0,,,,
2003,Byron Hardmon,Florida,ILB,73.0,232.0,30.605366860574215,4.78,17.0,32.5,115.0,4.36,7.55
2003,Kwame Harris,Stanford,OT,79.0,310.0,34.919083480211505,5.22,,35.5,107.0,4.58,7.97
2003,Gerald Hayes,Pittsburgh,ILB,72.9,238.0,31.483080906441163,4.75,,30.5,107.0,4.35,7.57
2003,Michael Haynes,Penn State,DE,75.6,281.0,34.56352705691331,4.89,23.0,30.5,109.0,,
2003,E.J. Henderson,Maryland,ILB,72.9,245.0,32.40905387427767,4.8,20.0,,,,
2003,Dwone Hicks,Middle Tennessee State,RB,69.6,222.0,32.217350376535876,4.6,29.0,34.0,115.0,4.37,7.38
2003,Zach Hilton,North Carolina,TE,79.8,262.0,28.923499224251103,4.83,24.0,35.0,112.0,4.29,7.25
2003,Ryan Hoag,Gustavus Adolphus (MN),WR,74.0,200.0,25.675675675675674,4.51,,38.0,125.0,3.95,6.72
2003,Victor Hobson,Michigan,ILB,72.5,252.0,33.703876337693224,4.88,29.0,33.0,117.0,4.32,7.25
2003,Montrae Holland,Florida State,OG,73.5,333.0,43.333610995418574,5.3,30.0,,,5.12,8.45
2003,Terrence Holt,North Carolina State,FS,73.8,208.0,26.847628909893437,4.63,13.0,34.5,122.0,3.97,6.99
2003,Raymond House,Arkansas,DE,74.4,277.0,35.1794643889467,5.14,20.0,32.0,120.0,4.32,7.53
2003,Keenan Howry,Oregon,WR,69.6,178.0,25.831929581186426,4.62,,31.5,114.0,4.24,7.34
2003,Aaron Hunt,Texas Tech,DE,74.5,267.0,33.818476645196164,4.84,24.0,30.0,106.0,4.48,7.68
2003,Wayne Hunter,Hawaii,OT,77.6,303.0,35.37321314698693,5.16,37.0,31.0,104.0,4.54,7.72
2003,Alonzo Jackson,Florida State,DE,76.0,266.0,32.375,4.9,14.0,37.0,114.0,4.45,7.69
2003,Bradie James,Louisiana State,ILB,74.4,242.0,30.734405711642964,4.71,,32.5,113.0,4.52,7.53
2003,Jason Jimenez,Southern Mississippi,OT,78.9,311.0,35.12058227754565,5.31,18.0,30.0,96.0,4.64,8.47
2003,Andre Johnson,Miami (FL),WR,74.0,230.0,29.527027027027028,4.4,,39.0,132.0,,
2003,Ben Johnson,Wisconsin,OT,78.5,329.0,37.53288165848513,5.37,30.0,,,,
2003,Bethel Johnson,Texas A&M,WR,71.0,201.0,28.03074786748661,4.37,,38.5,127.0,,
2003,Garry Johnson,Arkansas State,OT,76.0,289.0,35.17434210526316,5.28,17.0,24.5,97.0,4.89,8.27
2003,Jarret Johnson,Alabama,DT,74.6,284.0,35.8753387144305,5.09,21.0,28.5,107.0,4.52,7.72
2003,Jeremi Johnson,Indiana,FB,71.0,260.0,36.258678833564765,4.9,20.0,29.0,103.0,,
2003,Larry Johnson,Penn State,RB,74.4,214.0,27.178358769799974,4.55,19.0,,,,
2003,Robert Johnson,Auburn,TE,77.6,278.0,32.454631204166226,4.96,18.0,33.5,115.0,4.42,7.13
2003,Teyo Johnson,Stanford,WR,77.4,247.0,28.98480326369275,4.61,,33.5,,,
2003,Todd Johnson,Florida,FS,72.9,206.0,27.250061624902855,4.58,19.0,33.5,117.0,4.17,6.99
2003,Bennie Joppru,Michigan,TE,76.3,272.0,32.84544522295072,4.78,19.0,30.5,109.0,,
2003,William Joseph,Miami (FL),DT,77.0,308.0,36.519480519480524,4.95,29.0,,,,
2003,Jason Jowers,Wisconsin,OG,78.4,319.0,36.484960693461055,5.5,,29.5,101.0,4.82,8.3
2003,Cato June,Michigan,SS,72.1,218.0,29.480937440486617,4.66,,35.0,113.0,,
2003,Kareem Kelly,Southern California,WR,71.8,186.0,25.364095561021408,4.43,,35.0,125.0,4.14,7.49
2003,Chris Kelsay,Nebraska,DE,76.4,273.0,32.87995806036018,4.76,23.0,36.5,121.0,,
2003,Terrence Kiel,Texas A&M,SS,71.1,204.0,28.369147869227987,4.49,16.0,38.0,127.0,3.92,6.87
2003,Austin King,Northwestern,C,75.9,299.0,36.48740368107956,5.57,20.0,28.0,106.0,4.72,7.99
2003,Kenny King,Alabama,DE,74.8,281.0,35.30680745803426,4.95,25.0,35.0,114.0,4.28,7.5
2003,Kliff Kingsbury,Texas Tech,QB,75.5,213.0,26.26884785755011,4.76,,30.0,101.0,4.07,6.91
2003,Dan Klecko,Temple,DT,71.5,283.0,38.91613281823072,4.91,26.0,33.5,111.0,4.4,7.51
2003,Scott Kooistra,North Carolina State,OT,77.9,316.0,36.607282632518235,5.18,28.0,31.0,103.0,4.57,7.93
2003,Dan Koppen,Boston College,C,74.6,297.0,37.517519711922034,5.31,27.0,28.5,101.0,4.46,8.24
2003,Tron LaFavor,Florida,DT,73.9,290.0,37.33055495027658,5.08,26.0,28.0,106.0,,
2003,Damian Lavergne,Louisiana Tech,OT,78.0,333.0,38.47781065088758,5.57,17.0,27.0,92.0,4.82,8.43
2003,Donald Lee,Mississippi State,TE,75.3,249.0,30.87199674079248,4.79,26.0,39.0,120.0,4.37,7.4
2003,James Lee,Oregon State,DT,76.5,327.0,39.280789439958994,4.96,23.0,30.0,106.0,4.69,7.77
2003,Byron Leftwich,Marshall (WV),QB,77.4,241.0,28.280718973886447,5.1,,,,,
2003,Mike Lehan,Minnesota,CB,71.8,196.0,26.727756612689223,4.52,13.0,34.5,119.0,4.1,6.94
2003,Norman LeJeune,Louisiana State,SS,72.4,200.0,26.823051799395618,4.65,11.0,33.5,115.0,4.21,7.41
2003,Matt Leonard,Stanford,DT,74.6,305.0,38.52809263345529,4.99,30.0,26.0,95.0,4.52,7.51
2003,Brandon Lloyd,Illinois,WR,72.1,184.0,24.882993069034573,4.61,,36.0,,,
2003,Rien Long,Washington State,DT,78.1,302.0,34.80648762789753,5.08,,,105.0,,
2003,Tom Lopienski,Notre Dame,FB,71.8,246.0,33.546061871028314,4.75,24.0,34.0,111.0,4.24,7.53
2003,Pete Lougheed,Purdue,OT,76.8,300.0,35.756429036458336,5.18,20.0,28.5,93.0,4.5,7.85
2003,Jeremy Loyd,Iowa State,OLB,73.6,235.0,30.497733045841212,4.66,17.0,34.0,114.0,4.12,6.89
2003,Nick Maddox,Florida State,RB,71.0,211.0,29.425312438008334,4.65,18.0,33.5,115.0,4.5,7.33
2003,Adrian Madise,Texas Christian,WR,71.4,215.0,29.64813376330924,4.53,,32.0,119.0,4.23,7.3
2003,Sean Mahan,Notre Dame,OG,75.0,301.0,37.61831111111111,5.16,30.0,30.0,105.0,4.75,7.75
2003,Reno Mahe,Brigham Young,WR,69.3,198.0,28.983714698000416,4.71,,32.0,109.0,4.14,7.27
2003,Brian Mance,Clemson,CB,70.4,189.0,26.80845654700413,4.61,18.0,32.5,115.0,,
2003,Eric Manning,Oregon State,DT,73.0,303.0,39.971664477387876,5.09,26.0,28.5,107.0,4.54,7.76
2003,Ricky Manning,UCLA,CB,68.6,185.0,27.636231502180216,4.55,12.0,36.5,117.0,4.12,7.09
2003,Vince Manuwai,Hawaii,OG,74.0,304.0,39.027027027027025,5.19,27.0,29.5,107.0,4.37,7.57
2003,Kareem Marshall,Georgia,OT,76.6,359.0,43.012257224468094,5.22,,27.5,92.0,,
2003,Terrance Martin,North Carolina State,DT,75.0,299.0,37.36835555555555,5.15,30.0,,,,
2003,Rashean Mathis,Bethune-Cookman (FL),FS,72.8,202.0,26.794393793020173,4.47,22.0,38.5,123.0,4.15,7.08
2003,Sultan McCullough,Southern California,RB,71.4,202.0,27.85545590785333,4.49,27.0,,,,
2003,LaMarcus McDonald,Texas Christian,ILB,73.3,227.0,29.701147799415214,4.97,,31.0,110.0,4.44,7.59
2003,Jerome McDougle,Miami (FL),DE,74.0,264.0,33.89189189189189,4.74,,34.0,117.0,4.54,7.28
2003,Terrence McGee,Northwestern State (LA),CB,69.6,201.0,29.169763178755456,4.55,15.0,37.0,126.0,4.07,6.87
2003,Bryant McNeal,Clemson,DE,76.4,248.0,29.86897288999753,4.86,22.0,34.5,117.0,,
2003,Hanik Milligan,Houston,FS,74.4,201.0,25.527336975372872,4.5,9.0,36.5,130.0,4.18,7.09
2003,Clint Mitchell,Florida,DE,78.9,257.0,29.0224747438239,4.93,16.0,34.5,115.0,4.31,7.34
2003,Kawika Mitchell,South Florida,ILB,73.0,253.0,33.37568024019516,4.69,25.0,37.0,117.0,4.24,7.32
2003,Casey Moore,Stanford,FB,73.9,240.0,30.894252372642686,4.67,22.0,32.5,114.0,4.26,7.29
2003,Langston Moore,South Carolina,DT,73.0,303.0,39.971664477387876,5.05,29.0,32.0,104.0,4.21,7.63
2003,Kindal Moorehead,Alabama,DE,74.5,285.0,36.0983739471195,5.0,22.0,32.0,104.0,4.51,7.71
2003,Gene Mruczkowski,Purdue,C,74.6,297.0,37.517519711922034,5.19,28.0,,,,
2003,Ovie Mughelli,Wake Forest,FB,73.1,255.0,33.5475455731238,4.73,,31.5,114.0,4.32,7.78
2003,Mike Nattiel,Florida,OLB,71.6,228.0,31.265409943509884,4.65,,30.0,106.0,4.38,7.49
2003,Spencer Nead,Brigham Young,TE,76.5,259.0,31.112307232261095,4.89,19.0,28.5,102.0,4.24,7.37
2003,Bruce Nelson,Iowa,C,77.3,301.0,35.413009243066035,5.26,21.0,,,,
2003,Terence Newman,Kansas State,CB,70.4,189.0,26.80845654700413,4.41,10.0,41.0,136.0,3.82,6.88
2003,Donnie Nickey,Ohio State,FS,74.3,220.0,28.015629047421516,4.64,17.0,33.5,119.0,4.15,7.08
2003,Lance Nimmo,West Virginia,OT,77.3,303.0,35.64831163006315,5.33,20.0,27.0,90.0,4.93,8.19
2003,Joe Odom,Purdue,OLB,72.9,241.0,31.87992646408538,4.62,26.0,,,,
2003,Will Ofenheusle,Tennessee,OT,78.5,308.0,35.137165807943525,5.35,23.0,26.5,94.0,4.92,8.65
2003,Kassim Osgood,San Diego State,WR,76.9,208.0,24.726689788471,4.7,,31.0,122.0,4.4,7.19
2003,Calvin Pace,Wake Forest,DE,76.0,269.0,32.74013157894737,4.8,,33.0,115.0,,
2003,Derek Pagel,Iowa,FS,73.0,208.0,27.439294426721712,4.53,25.0,35.5,115.0,4.03,6.85
2003,Carson Palmer,Southern California,QB,77.0,232.0,27.508180131556752,4.65,,,,,
2003,Tony Pashos,Illinois,OT,78.0,337.0,38.94000657462196,5.3,38.0,,,,
2003,Antwan Peek,Cincinnati,OLB,74.6,246.0,31.075117337147546,4.67,21.0,37.0,125.0,4.33,7.06
2003,Terry Pierce,Kansas State,ILB,73.4,251.0,32.75193222906102,4.7,28.0,27.5,,,
2003,Shurron Pierson,South Florida,DE,73.9,243.0,31.28043052730072,4.63,,39.0,128.0,,
2003,Willie Pile,Virginia Tech,FS,74.0,206.0,26.445945945945947,4.58,14.0,38.0,125.0,4.04,6.75
2003,Mike Pinkard,Arizona State,TE,76.9,259.0,30.789483919298025,4.69,,35.0,,,
2003,Andrew Pinnock,South Carolina,FB,70.1,265.0,37.91099326212198,4.62,22.0,,,,
2003,David Porter,Iowa,OT,77.9,311.0,36.028053476940414,5.34,,26.0,95.0,4.96,8.43
2003,Tim Provost,San Jose State,OT,77.1,301.0,35.596972617972185,5.3,21.0,28.5,102.0,4.67,8.37
2003,Dave Ragone,Louisville,QB,75.6,249.0,30.6274670361972,4.98,,30.5,101.0,4.32,7.4
2003,Cory Redding,Texas,DE,76.0,279.0,33.95723684210526,4.88,24.0,,,,
2003,Gabe Reid,Brigham Young,TE,75.4,255.0,31.53209408354382,4.81,23.0,37.0,119.0,4.31,7.48
2003,Terrell Roberts,Oregon State,CB,69.1,203.0,29.887890827069562,4.74,18.0,34.0,117.0,4.19,7.12
2003,Terrence Robinson,Oklahoma State,ILB,72.4,240.0,32.187662159274744,4.97,19.0,33.5,116.0,4.33,7.6
2003,Brett Romberg,Miami (FL),C,74.0,295.0,37.87162162162162,5.2,27.0,27.5,99.0,4.65,8.16
2003,Tony Romo,Eastern Illinois,QB,74.0,230.0,29.527027027027028,5.01,,30.0,105.0,4.2,7.11
2003,Dustin Rykert,Brigham Young,OT,78.4,327.0,37.39994403373594,5.52,21.0,26.5,92.0,4.83,8.19
2003,Asante Samuel,Central Florida,CB,70.9,185.0,25.872272872855746,4.52,9.0,35.5,120.0,4.09,6.94
2003,Antwoine Sanders,Utah,FS,73.6,202.0,26.215072660680534,4.56,14.0,37.5,128.0,4.37,7.43
2003,Watts Sanderson,South Carolina,OT,77.0,303.0,35.92663180974869,5.39,24.0,28.5,100.0,4.92,8.47
2003,Justin Sands,Kansas,OG,78.9,324.0,36.58864520233052,5.07,31.0,32.0,105.0,,
2003,Lauvale Sape,Utah,DT,73.6,297.0,38.54394346644613,5.2,,31.5,111.0,4.68,7.72
2003,Gerome Sapp,Notre Dame,SS,72.1,216.0,29.21047012451885,4.69,,36.5,112.0,4.27,7.13
2003,Greg Schindler,Stanford,OG,77.1,307.0,36.306546822981595,5.1,18.0,30.5,94.0,5.07,8.55
2003,Steve Sciullo,Marshall (WV),OT,77.1,330.0,39.02658127551768,5.52,23.0,28.0,98.0,4.65,7.84
2003,Bryan Scott,Penn State,SS,73.0,219.0,28.89041095890411,4.6,13.0,,,,
2003,Ian Scott,Florida,DT,75.0,312.0,38.993066666666664,5.16,28.0,28.5,99.0,5.0,8.12
2003,Mike Seidman,UCLA,TE,76.5,261.0,31.35255670895809,4.8,20.0,,,,
2003,Chad Setterstrom,Northern Iowa,OG,75.1,309.0,38.5153572422744,5.46,16.0,28.5,101.0,4.61,7.91
2003,Scott Shanle,Nebraska,OLB,74.1,245.0,31.36786740025607,4.71,20.0,31.0,111.0,4.32,7.27
2003,Visanthe Shiancoe,Morgan State (MD),TE,76.4,251.0,30.230291110441048,4.64,28.0,39.5,120.0,4.28,7.09
2003,Chris Simms,Texas,QB,76.4,220.0,26.496669499191356,4.86,,31.0,103.0,4.18,7.37
2003,Clifton Smith,Syracuse,ILB,74.4,253.0,32.13142415308128,4.88,,,,,
2003,L.J. Smith,Rutgers,TE,75.3,258.0,31.987852044676547,4.69,26.0,37.0,122.0,4.18,6.74
2003,Musa Smith,Georgia,RB,72.8,232.0,30.773759207825144,4.45,,35.5,123.0,,
2003,Onterrio Smith,Oregon,RB,69.9,220.0,31.65363967736455,4.48,19.0,,,,
2003,Trent Smith,Oklahoma,TE,77.1,243.0,28.737755302881197,4.81,16.0,35.5,118.0,4.3,7.21
2003,Wade Smith,Memphis,OT,75.9,296.0,36.12130932976439,5.15,24.0,32.5,114.0,4.71,7.6
2003,Ben Sobieski,Iowa,OG,77.3,307.0,36.11891640405738,5.01,18.0,30.0,109.0,4.43,7.69
2003,Jamil Soriano,Harvard,OG,76.0,317.0,38.58223684210527,5.48,,27.5,103.0,5.08,8.54
2003,Jake Sprague,Wisconsin,DT,74.1,274.0,35.08079864355169,4.97,26.0,,,,
2003,Brian St. Pierre,Boston College,QB,75.0,218.0,27.245155555555556,4.82,,30.0,106.0,,
2003,Eric Steinbach,Iowa,OG,78.3,297.0,34.05557757519708,4.96,,36.0,119.0,4.37,7.34
2003,Jon Stinchcomb,Georgia,OT,77.0,302.0,35.808062067802325,5.09,32.0,35.0,115.0,4.58,7.83
2003,Erick Streelman,Nevada,TE,77.0,248.0,29.4052960026986,5.06,9.0,30.0,109.0,4.4,7.59
2003,Donald Strickland,Colorado,CB,70.0,187.0,26.828775510204082,4.48,16.0,35.5,121.0,4.01,6.97
2003,Johnathan Sullivan,Georgia,DT,75.1,313.0,39.01393791854979,5.07,,,,,
2003,Scott Tercero,California,OG,76.0,303.0,36.87828947368421,5.23,25.0,28.5,103.0,4.51,7.81
2003,Tony Terrell,Nevada Las Vegas,OG,75.3,334.0,41.41063016636421,5.52,25.0,25.5,94.0,4.97,8.6
2003,Ray Thomas,Wake Forest,TE,76.4,248.0,29.86897288999753,5.05,17.0,31.0,113.0,4.52,7.47
2003,Chaun Thompson,West Texas A&M,OLB,73.9,240.0,30.894252372642686,4.56,29.0,35.5,123.0,4.16,7.0
2003,Charles Tillman,Louisiana-Lafayette,CB,73.0,207.0,27.307374741977856,4.49,12.0,40.0,131.0,3.89,7.05
2003,Pisa Tinoisamoa,Hawaii,OLB,72.4,231.0,30.980624828301938,4.69,19.0,34.5,111.0,4.07,6.95
2003,LaBrandon Toefield,Louisiana State,RB,70.9,233.0,32.585078807434535,4.6,19.0,,,,
2003,J.R. Tolver,San Diego State,WR,73.0,202.0,26.647776318258586,4.76,,36.0,119.0,4.16,6.98
2003,Marcus Trufant,Washington State,CB,71.1,199.0,27.67382561753122,4.43,11.0,39.0,127.0,4.3,6.85
2003,B.J. Tucker,Wisconsin,CB,70.5,188.0,26.591016548463358,4.38,16.0,35.0,123.0,4.14,7.25
2003,Torrin Tucker,Southern Mississippi,OG,77.8,328.0,38.095175157446754,5.43,,30.0,103.0,4.96,8.38
2003,Demetrin Veal,Tennessee,DE,74.1,288.0,36.873248209280604,5.26,26.0,,111.0,,
2003,Bobby Wade,Arizona,WR,70.3,193.0,27.453769559032718,4.68,,34.5,115.0,4.03,7.0
2003,Aaron Walker,Florida,TE,77.6,252.0,29.419305983632697,4.75,24.0,33.5,115.0,4.27,7.55
2003,Seneca Wallace,Iowa State,QB,71.4,196.0,27.028066128412142,4.52,,38.0,127.0,4.14,6.97
2003,Matt Walters,Miami (FL),DE,76.5,272.0,32.673928830791574,4.9,30.0,,,,
2003,Shane Walton,Notre Dame,CB,70.6,184.0,25.951576531390195,4.67,11.0,31.0,109.0,4.2,7.03
2003,Seth Wand,Northwest Missouri State,OT,79.0,321.0,36.15814773273514,5.15,20.0,31.5,107.0,4.5,7.57
2003,Kevin Ware,Washington,TE,74.9,256.0,32.07980021425986,4.8,22.0,34.0,110.0,4.47,7.51
2003,Ty Warren,Texas A&M,DT,76.6,307.0,36.78206954850057,5.1,27.0,,,,
2003,Clifton Washburn,Citadel (SC),DE,77.1,275.0,32.5221510629314,5.02,22.0,27.0,109.0,4.75,8.59
2003,Derek Watson,South Carolina,RB,73.0,212.0,27.96697316569713,4.63,15.0,34.0,114.0,4.2,7.35
2003,Derrick Watson,South Carolina,RB,73.0,212.0,27.96697316569713,4.63,15.0,34.0,114.0,4.2,7.35
2003,Dennis Weathersby,Oregon State,CB,72.6,204.0,27.208979350226535,4.39,9.0,38.0,125.0,4.08,7.13
2003,Reggie Wells,Clarion (PA),OT,75.3,300.0,37.19517679613552,5.2,23.0,29.0,104.0,4.53,8.34
2003,DeWayne White,Louisville,DE,74.1,273.0,34.952766531713905,4.78,22.0,33.0,112.0,4.22,7.22
2003,Keyon Whiteside,Tennessee,ILB,71.9,229.0,31.141033849748815,4.74,27.0,29.0,111.0,4.33,7.3
2003,Taylor Whitley,Texas A&M,OG,75.9,321.0,39.17209559072422,5.2,28.0,30.0,106.0,4.55,7.95
2003,Jimmy Wilkerson,Oklahoma,DE,74.9,271.0,33.95947600806415,4.86,29.0,34.5,114.0,4.38,7.44
2003,Andrew Williams,Miami (FL),DE,74.3,263.0,33.49141108850845,4.69,29.0,32.0,113.0,4.44,7.53
2003,Brett Williams,Florida State,OT,76.8,321.0,38.25937906901042,5.28,,27.5,99.0,5.01,8.57
2003,Kevin Williams,Oklahoma State,DE,76.9,304.0,36.13900815238069,4.84,23.0,30.0,112.0,5.01,7.66
2003,Todd Williams,Florida State,OT,76.8,340.0,40.523952907986114,5.14,27.0,32.5,108.0,4.54,8.06
2003,Eugene Wilson,Illinois,CB,70.4,192.0,27.23398760330578,4.46,15.0,38.0,122.0,4.0,7.18
2003,Jason Witten,Tennessee,TE,77.8,264.0,30.66197024867666,4.65,25.0,31.0,,,
2003,Juston Wood,Portland State (OR),QB,72.6,207.0,27.609111399494576,4.84,,32.5,113.0,4.07,7.13
2003,Andre Woolfolk,Oklahoma,CB,73.4,197.0,25.70569979731084,4.47,10.0,35.5,128.0,3.95,6.76
2003,George Wrighster,Oregon,TE,74.1,249.0,31.879995847607184,4.89,16.0,34.5,115.0,,7.24
2003,Thomas Wright,Michigan State,SS,73.4,201.0,26.227642940403445,4.79,13.0,36.0,114.0,4.38,7.41
2003,Walter Young,Illinois,WR,76.6,214.0,25.639618512635575,4.59,,39.0,121.0,4.22,6.89
2003,Doug Zeigler,Mississippi,TE,76.0,257.0,31.279605263157894,4.7,20.0,,,,
2004,Derek Abney,Kentucky,WR,69.3,179.0,26.20244914617209,4.56,,33.5,120.0,4.08,6.89
2004,Nathaniel Adibi,Virginia Tech,DE,75.3,254.0,31.491916354061402,4.65,,33.0,118.0,4.36,
