Year,Name,College,POS,Height (in),Weight (lbs),BMI,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
1987,Greg Davis,Citadel (SC),K,0.45454545454545414,0.22448979591836737,0.23484848484848475,0.5497382198952878,0.26,0.15517241379310343,0.6928571428571428,0.7262247838616716,
1987,John Davis,Georgia Tech,OG,0.6889952153110048,0.6489795918367347,0.5833333333333334,0.30890052356020936,0.39999999999999997,0.12068965517241381,,,
1987,Mark Dennis,Illinois,OT,0.8038277511961716,0.6122448979591837,0.46212121212121204,0.4345549738219896,0.33999999999999997,0.2931034482758621,0.6428571428571428,0.717579250720461,
1987,John Diettrich,Ball State (IN),K,0.5406698564593295,0.21224489795918366,0.16666666666666652,,0.0,,,,
1987,Randy Dixon,Pittsburgh,OG,0.6746411483253585,0.6122448979591837,0.5530303030303029,0.43979057591623016,0.45999999999999996,0.2586206896551724,0.5928571428571427,0.5850144092219021,
1987,Karl Dorrell,UCLA,WR,0.45454545454545414,0.18775510204081636,0.18560606060606044,0.7591623036649215,0.14,0.4482758620689655,0.7499999999999999,0.7953890489913544,
1987,D.J. Dozier,Penn State,RB,0.5167464114832532,0.25306122448979596,0.23106060606060586,,,0.5689655172413792,0.8214285714285714,,
1987,Doug Dubose,Nebraska,RB,0.45454545454545414,0.19999999999999996,0.2007575757575758,,0.2,,,,
1987,David Dudley,Arkansas,OLB,0.6028708133971286,0.27755102040816326,0.21212121212121204,0.7696335078534031,0.27999999999999997,0.3448275862068966,0.7428571428571428,0.8126801152737753,
1987,Curtis Duncan,Northwestern,WR,0.4210526315789469,0.1551020408163265,0.16287878787878785,0.8795811518324608,0.22,0.4655172413793103,0.7857142857142857,0.760806916426513,
1987,Scott Eccles,Eastern New Mexico,TE,0.7081339712918657,0.41224489795918373,0.30303030303030287,0.8115183246073299,0.36,0.4655172413793103,0.7785714285714285,0.8645533141210373,
1987,Onzy Elam,Tennessee State,OLB,0.5885167464114827,0.3020408163265307,0.2499999999999999,0.7382198952879584,0.36,0.4137931034482758,0.7357142857142857,0.8213256484149856,
1987,Tony Elliott,Central Michigan,SS,0.4258373205741628,0.1959183673469388,0.21590909090909072,0.6701570680628275,0.14,0.3275862068965517,0.6857142857142856,0.861671469740634,
1987,Larry Emory,Wisconsin,RB,0.3397129186602865,0.2081632653061225,0.28409090909090906,0.7958115183246077,0.24000000000000002,0.4310344827586208,0.7785714285714285,0.9164265129682998,
1987,Byron Evans,Arizona,ILB,0.5980861244019136,0.31836734693877555,0.26136363636363613,0.6963350785340316,0.32,0.4137931034482758,0.7857142857142857,0.7838616714697404,
1987,Donald Evans,Winston-Salem State (NC),DT,0.5885167464114827,0.48979591836734704,0.4734848484848483,0.7853403141361257,0.5599999999999999,0.4655172413793103,0.7714285714285714,0.7723342939481268,
1987,Thomas Everett,Baylor,FS,0.3110047846889952,0.1428571428571429,0.21212121212121204,0.8167539267015709,0.2,,,,
1987,Charles Faucette,Maryland,ILB,0.6363636363636358,0.4,0.33712121212121204,0.6335078534031413,,0.4310344827586208,0.7571428571428571,0.7896253602305476,
1987,Rick Fenney,Washington,FB,0.6124401913875595,0.42448979591836733,0.3787878787878788,0.6963350785340316,0.54,0.4137931034482758,0.6714285714285714,0.7896253602305476,
1987,Terrence Flagler,Clemson,RB,0.48325358851674594,0.2326530612244898,0.22727272727272718,0.8376963350785345,0.27999999999999997,0.4482758620689655,0.7571428571428571,0.8040345821325647,
1987,Kenneth Flowers,Clemson,RB,0.4976076555023923,0.28163265306122454,0.28030303030303017,0.8795811518324608,0.26,0.4655172413793103,0.7999999999999999,0.8069164265129682,
1987,Ron Francis,Baylor,CB,0.37799043062200965,0.18775510204081636,0.23106060606060586,0.8534031413612566,0.14,0.5689655172413792,0.7714285714285714,0.904899135446686,
1987,Chris Gambol,Iowa,OT,0.8133971291866025,0.6081632653061224,0.4507575757575758,0.4816753926701569,0.39999999999999997,0.3275862068965517,0.7357142857142857,0.7233429394812678,
1987,Rich Gannon,Delaware,QB,0.6124401913875595,0.2081632653061225,0.125,0.8062827225130889,0.12000000000000001,0.5172413793103448,0.7357142857142857,0.8904899135446684,
1987,Mark Garalczyk,Western Michigan,DT,0.736842105263158,0.5306122448979591,0.4166666666666664,0.581151832460733,0.26,0.3620689655172413,0.7071428571428571,0.760806916426513,
1987,Everett Gay,Texas,WR,0.6028708133971286,0.25306122448979596,0.18181818181818177,0.7958115183246077,0.02,0.6896551724137931,0.8285714285714285,0.8126801152737753,
1987,John Gesek,Cal State Sacramento,OT,0.7177033492822962,0.5387755102040817,0.4393939393939391,0.47643979057591634,0.44,0.27586206896551724,0.7142857142857142,0.6714697406340058,
1987,Charles Glaze,South Carolina State,SS,0.49282296650717683,0.22448979591836737,0.21212121212121204,0.8481675392670156,,0.4137931034482758,0.7714285714285714,0.7780979827089336,
1987,Kevin Gogan,Washington,OG,0.8373205741626792,0.6857142857142857,0.515151515151515,0.34554973821989554,,0.10344827586206895,0.5785714285714285,0.6685878962536023,
1987,Chris Goode,Alabama,CB,0.48325358851674594,0.20408163265306123,0.18939393939393934,0.7958115183246077,0.02,0.5344827586206897,0.7785714285714285,0.8501440922190202,
1987,Alex Gordon,Cincinnati,OLB,0.7320574162679421,0.39591836734693875,0.2727272727272726,0.6649214659685865,0.24000000000000002,0.39655172413793105,0.7714285714285714,0.7435158501440922,
1987,Sonny Gordon,Ohio State,FS,0.4306220095693778,0.21632653061224494,0.23863636363636365,0.7958115183246077,0.36,0.4482758620689655,0.7071428571428571,,
1987,Rick Graf,Wisconsin,OLB,0.741626794258373,0.4,0.2727272727272726,0.7643979057591621,0.33999999999999997,0.5689655172413792,0.8214285714285714,0.9164265129682998,
1987,Don Graham,Penn State,ILB,0.5741626794258372,0.4,0.3749999999999999,0.6649214659685865,0.33999999999999997,0.39655172413793105,0.7,0.861671469740634,
1987,Marcus Greenwood,UCLA,FB,0.5167464114832532,0.2612244897959184,0.24242424242424232,0.7696335078534031,0.24000000000000002,0.5,0.7499999999999999,0.8876080691642652,
1987,Wayne Haddix,Liberty (VA),CB,0.5550239234449754,0.23673469387755097,0.18939393939393934,0.7591623036649215,0.14,0.6724137931034482,0.8214285714285714,0.8213256484149856,
1987,Delton Hall,Clemson,CB,0.5023923444976073,0.24489795918367352,0.23106060606060586,0.8586387434554972,0.039999999999999994,0.4482758620689655,0.7499999999999999,0.7463976945244954,
1987,Ron Hall,Hawaii,TE,0.6985645933014348,0.39591836734693875,0.29166666666666663,0.7382198952879584,0.38,0.3793103448275862,0.7428571428571428,0.8818443804034584,
1987,Shawn Halloran,Boston College,QB,0.7081339712918657,0.30612244897959184,0.18560606060606044,0.5130890052356025,0.18000000000000002,0.2068965517241379,0.6214285714285713,0.7694524495677233,
1987,Tracy Ham,Georgia Southern,RB,0.4210526315789469,0.2204081632653061,0.2499999999999999,0.7225130890052354,0.09999999999999999,0.3620689655172413,0.7357142857142857,0.8414985590778097,
1987,James Hansen,Utah,OT,0.7320574162679421,0.47346938775510217,0.35984848484848475,0.5392670157068062,0.39999999999999997,0.22413793103448276,0.7214285714285713,0.7982708933717579,
1987,Jim Harbaugh,Michigan,QB,0.6124401913875595,0.24897959183673468,0.1742424242424241,,,,,,
1987,Archie Harris,William & Mary (VA),OT,0.7846889952153111,0.5224489795918368,0.3787878787878788,0.5445026178010473,0.6,,,,
1987,William Harris,Bishop (TX),TE,0.7081339712918657,0.4163265306122449,0.31060606060606044,0.7382198952879584,0.18000000000000002,0.3620689655172413,0.7142857142857142,0.7982708933717579,
1987,Lakei Heimuli,Brigham Young,RB,0.4449760765550237,0.3142857142857143,0.35606060606060586,0.6858638743455501,0.38,0.4137931034482758,0.6714285714285714,0.7060518731988472,
1987,Thomas Henley,Stanford,WR,0.37320574162679376,0.1306122448979592,0.15909090909090895,0.832460732984293,,0.4655172413793103,0.7214285714285713,0.8587896253602305,
1987,Cliff Hicks,Oregon,CB,0.37799043062200965,0.20408163265306123,0.2537878787878788,0.8481675392670156,0.14,0.48275862068965525,0.7785714285714285,0.8242074927953891,
1987,Alonzo Highsmith,Miami (FL),FB,0.5454545454545454,0.38367346938775515,0.3749999999999999,,0.52,0.5689655172413792,0.7928571428571428,,
1987,Bruce Hill,Arizona State,WR,0.49282296650717683,0.12653061224489792,0.08712121212121204,0.8534031413612566,,0.4482758620689655,0.7785714285714285,0.9135446685878961,
1987,Lonzell Hill,Washington,WR,0.4354066985645928,0.1959183673469388,0.20833333333333315,0.8115183246073299,,0.4655172413793103,0.7571428571428571,0.8904899135446684,
1987,Merril Hoge,Idaho State,FB,0.5311004784688991,0.27755102040816326,0.2537878787878788,0.6439790575916233,0.27999999999999997,0.3793103448275862,0.6642857142857143,0.8962536023054755,
1987,John Holifield,West Virginia,RB,0.45933014354066914,0.2693877551020408,0.28787878787878773,0.8219895287958119,0.26,0.4482758620689655,0.7714285714285714,0.8789625360230546,
1987,Johnny Holland,Texas A&M,OLB,0.5885167464114827,0.34285714285714286,0.2992424242424242,0.7120418848167542,0.3,0.5517241379310345,0.8357142857142856,0.8184438040345821,
1987,Bruce Holmes,Minnesota,OLB,0.5933014354066986,0.35510204081632657,0.31060606060606044,0.6282722513089007,0.27999999999999997,0.3620689655172413,0.7,0.7780979827089336,
1987,Darryl Holmes,Fort Valley State (GA),SS,0.6172248803827749,0.18775510204081636,0.09848484848484829,0.7277486910994764,0.02,0.4482758620689655,0.7785714285714285,0.8587896253602305,
1987,Jon Horton,Arizona,WR,0.5263157894736841,0.17959183673469392,0.13636363636363624,0.7748691099476441,0.02,0.4310344827586208,0.7785714285714285,,
1987,Todd Howard,Texas A&M,OLB,0.6411483253588517,0.3877551020408163,0.318181818181818,0.6910994764397906,0.32,0.3620689655172413,0.7214285714285713,0.7780979827089336,
1987,Doug Hudson,Nicholls State (LA),QB,0.5885167464114827,0.22448979591836737,0.15530303030303017,0.6596858638743455,,0.2586206896551724,0.7,0.7723342939481268,
1987,Mark Ingram,Michigan State,WR,0.4354066985645928,0.18775510204081636,0.1969696969696969,0.8900523560209423,0.14,0.5,0.7428571428571428,0.8760806916426511,
1987,Jeff Jaeger,Washington,K,0.47368421052631593,0.1959183673469388,0.18560606060606044,0.6073298429319371,0.09999999999999999,0.2931034482758621,0.6857142857142856,0.7809798270893371,
1987,Michael James,Washington State,WR,0.44976076555023914,0.17551020408163265,0.1742424242424241,0.8481675392670156,0.3,0.603448275862069,0.7857142857142857,0.8155619596541785,
1987,Ilia Jarostchuk,New Hampshire,ILB,0.669856459330143,0.363265306122449,0.2727272727272726,0.7068062827225132,,0.4655172413793103,0.7785714285714285,0.7982708933717579,
1987,Curt Jarvis,Alabama,DT,0.5502392344497604,0.5061224489795919,0.5227272727272726,0.5445026178010473,0.27999999999999997,0.24137931034482762,0.6071428571428571,0.7233429394812678,
1987,Haywood Jeffires,North Carolina State,WR,0.6028708133971286,0.19999999999999996,0.1212121212121211,0.8952879581151834,,,,,
1987,Alfred Jenkins,Arizona,RB,0.6602870813397126,0.3102040816326531,0.21590909090909072,0.7225130890052354,,0.4655172413793103,0.7785714285714285,0.7809798270893371,
1987,Tim Jessie,Auburn,RB,0.46889952153110004,0.1959183673469388,0.18939393939393934,,0.22,,,,
1987,Tim Johnson,Penn State,DT,0.5980861244019136,0.453061224489796,0.4242424242424242,0.5706806282722514,0.38,0.2586206896551724,0.6642857142857143,0.760806916426513,
1987,Walter Johnson,Louisiana Tech,OLB,0.45933014354066914,0.4,0.45833333333333315,0.8272251308900525,0.42,0.4137931034482758,0.7785714285714285,0.8184438040345821,
1987,Walter Johnson,Pittsburgh,DT,0.5502392344497604,0.4693877551020409,0.47727272727272696,0.6020942408376966,0.38,0.3793103448275862,0.7357142857142857,0.6743515850144091,
1987,Will Johnson,Louisiana-Monroe,DE,0.6937799043062198,0.36734693877551017,0.26136363636363613,,0.32,0.5517241379310345,0.7714285714285714,,
1987,Dale Jones,Tennessee,ILB,0.5550239234449754,0.33061224489795915,0.30303030303030287,0.6335078534031413,,0.2586206896551724,0.6714285714285714,0.7636887608069165,
1987,Leonard Jones,Texas Tech,FS,0.5502392344497604,0.17959183673469392,0.1212121212121211,0.7748691099476441,0.16,0.48275862068965525,0.7571428571428571,0.8270893371757924,
1987,Nelson Jones,North Carolina State,FS,0.5406698564593295,0.21224489795918366,0.16666666666666652,0.7748691099476441,0.09999999999999999,,,,
1987,Rod Jones,Washington,TE,0.6602870813397126,0.42448979591836733,0.3484848484848483,0.6649214659685865,0.26,0.22413793103448276,0.7214285714285713,0.7867435158501441,
1987,Tim Jordan,Wisconsin,OLB,0.6459330143540667,0.34285714285714286,0.26136363636363613,0.7958115183246077,0.39999999999999997,0.3793103448275862,0.7499999999999999,0.8645533141210373,
1987,Chris Kelley,Akron,TE,0.6459330143540667,0.40816326530612246,0.33712121212121204,0.6492146596858639,0.24000000000000002,0.4310344827586208,0.6785714285714285,0.7780979827089336,
1987,Larry Kelm,Texas A&M,OLB,0.6842105263157889,0.3224489795918367,0.21590909090909072,0.675392670157068,0.22,0.4310344827586208,0.7571428571428571,0.8386167146974064,
1987,Paul Kiser,Wake Forest,OG,0.6746411483253585,0.5510204081632653,0.48484848484848475,0.5287958115183247,,0.2931034482758621,0.6142857142857142,0.6484149855907779,
1987,Wally Kleine,Notre Dame,DE,0.9043062200956937,0.6408163265306124,0.4242424242424242,0.4816753926701569,0.33999999999999997,0.3448275862068966,0.657142857142857,0.7089337175792507,
1987,Shawn Knight,Brigham Young,DE,0.8038277511961716,0.6122448979591837,0.46212121212121204,,0.44,,,,
1987,Fred Lane,Georgia,WR,0.3301435406698565,0.11836734693877549,0.16666666666666652,0.8586387434554972,0.02,0.2586206896551724,0.7285714285714285,0.8184438040345821,
1987,Gary Lee,Georgia Tech,WR,0.5406698564593295,0.21632653061224494,0.1742424242424241,0.832460732984293,0.06,0.48275862068965525,0.7857142857142857,,
1987,John Little,Georgia,FS,0.5645933014354063,0.2326530612244898,0.17803030303030287,0.7643979057591621,,0.39655172413793105,0.7571428571428571,0.8674351585014408,
1987,Charles Lockett,Long Beach State (CA),WR,0.4354066985645928,0.13469387755102036,0.12878787878787867,0.8743455497382198,0.039999999999999994,0.5344827586206897,0.7571428571428571,0.8097982708933718,
1987,Danny Lockett,Arizona,OLB,0.5980861244019136,0.3510204081632653,0.30303030303030287,0.675392670157068,0.39999999999999997,0.4482758620689655,0.807142857142857,0.8097982708933718,
1987,Joe Macesker,Texas-El Paso,OT,0.8133971291866025,0.5877551020408163,0.42803030303030287,0.4659685863874343,0.42,0.27586206896551724,0.7071428571428571,0.6311239193083573,
1987,Milton Mack,Alcorn State (MS),CB,0.4354066985645928,0.17959183673469392,0.18560606060606044,0.832460732984293,0.22,0.5862068965517242,0.7928571428571428,0.8587896253602305,
1987,Terence Mack,Clemson,OLB,0.6459330143540667,0.39591836734693875,0.3257575757575756,,0.3,0.2931034482758621,0.7142857142857142,,
1987,Don Majkowski,Virginia,QB,0.5741626794258372,0.2326530612244898,0.1742424242424241,0.675392670157068,,0.5689655172413792,0.7785714285714285,0.8847262247838616,
1987,Massimo Manca,Penn State,K,0.38755980861243966,0.2612244897959184,0.3257575757575756,0.49214659685863893,,0.12068965517241381,0.6,0.711815561959654,
1987,Tim Manoa,Penn State,FB,0.5023923444976073,0.36734693877551017,0.38636363636363613,0.7382198952879584,0.42,0.24137931034482762,0.7071428571428571,0.8213256484149856,
1987,Warren Marshall,James Madison (VA),FB,0.5550239234449754,0.3142857142857143,0.28409090909090906,0.753926701570681,0.26,0.31034482758620685,0.7428571428571428,0.760806916426513,
1987,Willie Marshall,Temple,WR,0.5741626794258372,0.1673469387755102,0.09469696969696961,0.8010471204188483,0.039999999999999994,0.5172413793103448,0.807142857142857,,
1987,Kelvin Martin,Boston College,WR,0.3588516746411483,0.07346938775510203,0.08712121212121204,0.8219895287958119,0.12000000000000001,0.39655172413793105,0.7499999999999999,0.8818443804034584,
1987,Skip Mcclendon,Arizona State,DE,0.741626794258373,0.5061224489795919,0.38636363636363613,0.5235602094240837,0.22,0.3620689655172413,0.7499999999999999,0.7723342939481268,
1987,David Mccluskey,Georgia,FB,0.5023923444976073,0.3224489795918367,0.3295454545454545,0.7382198952879584,,0.1724137931034483,0.6714285714285714,0.8155619596541785,
1987,Tim Mcdonald,Southern California,SS,0.6220095693779903,0.26530612244897955,0.18560606060606044,0.7329842931937174,0.09999999999999999,0.5344827586206897,0.8214285714285714,0.8443804034582134,
1987,Thomas Mchale,Cornell (NY),DE,0.6937799043062198,0.526530612244898,0.443181818181818,0.47643979057591634,,0.2586206896551724,,0.7463976945244954,
1987,Keith Mckeller,Jacksonville State (FL),TE,0.7081339712918657,0.4163265306122449,0.31060606060606044,0.6701570680628275,0.3,0.4655172413793103,0.7428571428571428,0.7406340057636887,
1987,Ron Mclean,Cal-State Fullerton,DE,0.669856459330143,0.5102040816326532,0.4393939393939391,0.5916230366492146,0.38,0.22413793103448276,0.7642857142857142,0.7262247838616716,
1987,Bruce Mesner,Maryland,DT,0.736842105263158,0.5591836734693878,0.4507575757575758,,0.38,,,,
1987,Chris Miller,Oregon,QB,0.5693779904306222,0.1959183673469388,0.13257575757575746,0.7225130890052354,,0.4482758620689655,0.7857142857142857,0.8213256484149856,
1987,Roland Mitchell,Texas Tech,CB,0.45933014354066914,0.1551020408163265,0.14015151515151503,0.8534031413612566,0.16,0.5,0.8642857142857142,0.8789625360230546,
1987,Stacey Mobley,Jackson State (MS),WR,0.2822966507177034,0.061224489795918324,0.11363636363636354,0.8219895287958119,0.12000000000000001,0.5517241379310345,0.7714285714285714,0.7723342939481268,
1987,Jeff Modesitt,Delaware,TE,0.6842105263157889,0.4040816326530613,0.31060606060606044,0.6439790575916233,0.3,0.4482758620689655,0.7499999999999999,0.7838616714697404,
1987,Mark Moore,Oklahoma State,FS,0.45454545454545414,0.2326530612244898,0.24621212121212122,0.743455497382199,0.12000000000000001,0.3620689655172413,0.7642857142857142,0.8933717579250722,
1987,Dan Morgan,Penn State,OG,0.8038277511961716,0.5959183673469388,0.443181818181818,0.45549738219895275,0.26,0.2586206896551724,0.6142857142857142,0.6801152737752161,
1987,Ron Morris,Southern Methodist (TX),WR,0.5311004784688991,0.18367346938775508,0.13636363636363624,0.8010471204188483,0.14,0.48275862068965525,0.7785714285714285,0.8386167146974064,
1987,Bobby Morse,Michigan State,RB,0.38755980861243966,0.24081632653061225,0.2992424242424242,0.7696335078534031,0.26,0.39655172413793105,0.7357142857142857,0.9020172910662823,
1987,Gary Moss,Georgia,CB,0.4258373205741628,0.2081632653061225,0.23106060606060586,,0.22,,,,
1987,Winston Moss,Miami (FL),OLB,0.6602870813397126,0.3795918367346939,0.2954545454545453,0.7486910994764395,0.3,0.4310344827586208,0.7428571428571428,0.8184438040345821,
1987,Ronnie Moten,Florida,OLB,0.5263157894736841,0.35918367346938773,0.35984848484848475,0.6910994764397906,0.38,0.4482758620689655,0.7785714285714285,,
1987,Mark Mraz,Utah State,DT,0.6507177033492817,0.4653061224489796,0.40151515151515127,0.6282722513089007,0.39999999999999997,0.3620689655172413,0.7571428571428571,0.7694524495677233,
